Conversiones,Inversion_USD,Puntaje_Creativo,Precision_Targeting,CTA_Claro,Num_Hashtags,Hora_Publicacion,Longitud_Texto,Dia_Semana
91,662,10,57,1,22,20.1,238,3
67,683,5,62,1,1,19,268,4
28,261,6,93,0,14,16.3,366,2
10,152,6,39,0,17,16.1,283,5
115,652,9,80,1,13,9.8,131,4
32,608,5,56,0,10,14.7,524,2
29,412,3,96,1,16,17.8,550,6
46,430,8,86,0,15,10.4,478,2
118,894,8,96,1,3,12.9,522,3
30,400,6,76,0,4,22.5,180,6
14,284,4,56,0,6,11.6,406,4
62,563,8,93,0,7,9.1,228,3
14,228,7,36,1,17,15.9,383,7
41,505,10,55,0,8,11.6,359,5
66,581,7,96,1,5,22.1,165,1
107,875,10,62,0,6,12.3,257,4
33,423,4,80,1,15,22,147,3
50,346,9,83,1,8,9.2,121,6
69,709,8,50,1,12,19.9,185,3
17,415,7,39,0,20,9.7,538,1
36,442,9,45,1,1,20.7,378,2
39,523,9,73,0,15,10.7,341,7
16,156,8,94,1,16,10.8,165,7
30,407,10,85,0,22,17.1,508,4
74,699,9,76,1,18,12.5,493,6
12,207,5,76,0,20,11.3,297,7
41,783,4,42,1,17,20.5,311,7
32,237,7,85,1,10,15.7,274,1
16,178,4,96,1,22,11.4,295,5
51,500,9,62,1,3,18.5,458,6
74,446,3,91,1,8,15.1,444,2
63,864,10,62,0,8,18.6,510,1
25,387,6,64,0,22,22.7,309,2
73,670,10,46,1,8,23.1,215,5
23,269,3,65,1,10,14.3,419,4
49,508,3,68,0,9,20.4,431,2
65,875,6,57,1,16,17.4,532,4
39,569,8,41,1,14,19.7,299,7
91,794,3,68,1,7,19.5,246,7
19,170,7,55,1,14,12.6,365,3
44,340,10,94,1,1,14.7,344,1
25,436,6,48,1,1,22.1,231,1
20,349,7,35,1,22,11.9,407,1
62,716,8,41,1,6,13.9,375,4
85,588,9,73,1,13,18.2,283,1
81,783,5,86,1,9,22.2,237,6
15,279,8,44,1,21,15.3,148,1
66,847,6,98,1,17,9.9,135,7
36,694,9,55,0,20,21.8,323,7
61,829,10,70,1,17,15.6,310,1
10,162,5,54,0,10,16.7,282,3
55,624,8,85,0,2,11.9,409,3
50,736,7,37,0,7,9.3,521,2
27,551,4,50,0,16,16.6,497,4
15,316,4,40,0,17,21.3,387,4
35,687,6,46,1,20,9.1,279,4
64,885,3,93,0,14,21.2,139,6
47,256,10,90,1,6,17.8,129,4
88,860,9,90,1,17,12.1,391,1
50,293,4,92,1,9,12.1,168,2
58,842,4,81,1,18,13,204,1
11,153,9,47,1,16,10.1,190,7
79,720,7,90,1,21,13.5,225,7
51,410,5,84,1,2,21,210,1
84,819,3,92,1,22,22.6,377,1
70,542,7,59,1,5,17.7,372,3
57,519,8,94,1,16,15.9,337,6
20,315,6,36,0,5,21.1,464,5
89,897,10,63,1,6,9.2,431,1
28,310,10,97,0,20,10,156,2
51,544,6,40,1,19,20.5,323,3
50,493,10,72,0,18,20.6,441,2
91,761,7,40,1,8,19.7,350,5
18,387,10,46,0,16,9.1,473,6
17,372,3,74,0,17,22.8,210,6
36,487,7,88,0,17,16,483,2
16,328,8,59,0,17,15.6,471,2
15,357,9,60,0,20,18,305,7
42,413,7,87,1,3,19.2,483,6
51,524,7,94,1,16,19.4,467,6
129,785,7,81,1,12,19.3,157,5
37,741,7,40,1,21,14.4,421,4
20,167,7,91,1,22,12.4,173,7
17,467,3,56,0,16,13.6,242,3
39,468,10,43,1,20,14.7,200,6
39,246,7,95,1,1,17.2,543,6
20,422,3,47,1,22,11.9,459,7
59,248,10,90,1,6,14,537,3
48,759,6,52,0,6,21.7,179,2
74,752,9,91,0,17,18.4,529,5
18,306,5,69,0,15,15.7,139,6
125,811,8,86,1,21,10.5,121,3
102,832,9,63,1,16,10,480,1
43,393,5,82,1,15,15.8,432,2
37,423,5,52,0,7,21,160,1
84,633,7,79,1,4,19.2,455,7
21,488,4,43,0,15,9.7,297,1
22,233,8,63,1,8,12.6,519,5
88,832,8,39,1,12,17.3,204,1
102,660,7,70,1,8,10.1,249,5
22,607,3,52,0,19,22.1,401,7
45,186,8,89,1,7,18.3,281,3
23,433,8,52,1,16,15.5,520,6
73,498,10,82,1,21,9.1,287,1
83,732,4,94,1,17,15.1,284,2
81,590,8,81,1,5,10.4,214,1
23,438,4,37,1,2,21,532,7
17,250,6,79,1,18,20.7,316,6
14,199,4,75,0,20,13.8,222,2
58,623,10,98,0,11,12.1,394,7
32,513,8,61,0,9,11.2,429,3
107,817,3,91,1,10,14,401,2
35,515,8,60,0,9,8.4,121,3
22,735,10,40,0,22,9.7,252,6
21,204,3,63,1,7,10.5,166,3
67,586,10,67,1,21,16.7,457,7
21,379,5,39,1,16,21.6,270,3
66,623,7,88,0,13,18.4,329,1
78,881,10,54,1,16,14.4,459,3
33,554,6,46,1,20,14.5,333,6
27,209,7,50,1,12,17.2,460,4
40,651,7,84,0,16,10.4,168,1
91,722,8,86,1,17,11,458,7
56,507,9,95,0,11,20.4,396,5
48,769,9,36,0,19,19.3,265,4
17,229,10,60,1,18,20.6,336,6
19,176,6,96,1,14,8.6,283,6
56,436,8,71,1,11,19.1,363,7
29,332,4,93,1,20,23.3,187,4
22,393,9,38,1,1,22.8,356,1
30,438,3,70,1,22,9.1,122,4
10,195,10,58,0,3,14.9,474,6
31,588,3,42,1,18,16.4,530,3
119,745,6,74,1,10,19.2,123,4
133,829,8,95,1,15,16.1,159,4
65,487,7,52,1,6,18.3,535,4
72,777,5,78,1,4,16.7,370,6
38,622,5,75,0,21,8.4,453,4
50,593,8,74,0,9,18.4,419,7
77,597,8,75,1,11,20.1,303,1
44,442,6,91,1,17,13.7,311,7
15,190,6,74,1,20,12.6,333,2
35,697,5,52,0,6,22.2,291,1
111,769,5,76,1,12,9.3,142,3
27,539,9,37,1,5,23.4,193,6
111,893,8,76,1,16,9.4,195,3
27,840,3,53,0,20,12.9,127,6
25,507,8,36,0,18,8.2,404,4
37,397,7,93,1,14,8.6,437,7
95,884,8,46,1,5,12.2,453,5
80,636,10,62,1,9,10.6,139,2
64,633,7,42,1,6,23.1,356,3
27,205,9,52,1,9,14.5,157,2
90,663,9,65,1,20,18.4,245,5
39,236,10,61,1,8,11.4,463,5
14,255,3,49,1,20,18.3,394,5
64,445,10,79,1,3,13.1,286,5
26,252,4,89,1,8,10.8,371,4
56,647,6,92,0,5,12.5,473,5
75,621,5,89,1,3,18.6,501,4
48,329,5,86,1,6,9.9,120,2
25,225,10,82,1,5,16.9,331,1
24,532,3,47,1,16,8.6,445,6
34,516,7,52,1,21,10.8,219,4
13,184,5,57,1,5,11.6,307,2
27,382,9,63,0,15,13.1,153,1
40,871,5,35,1,19,16.5,341,4
24,268,7,57,1,14,16.4,501,4
30,327,9,45,1,15,15.1,210,5
39,720,5,41,1,17,19,183,4
29,320,4,58,1,16,9.6,510,4
22,373,10,48,1,16,23.4,415,3
68,623,5,87,1,20,13.3,322,1
31,319,8,51,1,8,17.8,158,4
32,452,3,88,1,9,10.7,363,6
51,542,10,47,1,5,23,363,5
15,277,6,65,0,10,16,152,7
26,355,6,55,0,5,14.1,413,2
10,185,3,39,0,15,13.5,176,3
49,472,9,41,1,7,13.5,233,2
91,551,5,87,1,5,21.4,279,3
29,659,8,42,0,2,13.2,383,4
25,324,6,73,1,7,23.1,361,6
72,657,10,94,1,12,22,411,5
12,373,10,35,0,20,15.9,400,6
37,609,7,79,0,8,22.1,315,7
65,845,5,48,1,6,11.9,189,5
48,779,3,59,1,22,18.2,130,2
47,892,7,59,1,18,9.1,445,6
36,773,3,42,1,12,13,445,7
36,619,3,42,0,8,9.8,390,5
21,378,7,64,0,19,13.8,131,5
42,358,8,90,1,12,10.5,224,4
42,596,10,62,0,14,23.5,467,1
79,593,10,44,1,4,10,404,3
33,456,8,70,0,8,20.9,250,6
51,694,6,42,1,2,9.3,241,3
75,636,7,86,1,6,11.3,491,3
59,875,4,37,1,8,22.6,307,6
23,161,10,75,1,21,16.5,503,4
28,273,4,86,1,15,9.6,337,7
20,299,4,91,1,18,8.7,399,3
18,213,7,59,1,5,10.8,451,7
53,765,7,52,0,4,22.2,434,3
59,630,8,43,1,13,22,273,2
118,822,10,75,1,1,21.8,235,7
27,273,6,77,1,22,11.7,272,2
54,718,5,59,1,12,11.9,169,1
31,363,7,51,1,12,19,423,4
35,492,4,79,0,11,17.6,428,7
45,788,9,52,1,22,13.6,474,5
105,848,7,93,1,5,13.4,131,6
41,787,6,71,0,19,16.7,546,5
43,221,10,86,1,15,18.6,492,4
16,244,7,39,0,7,10.4,163,1
38,714,4,54,0,3,18,244,6
70,669,4,48,1,10,15.3,473,3
33,533,3,68,1,6,10.9,512,7
72,611,3,94,0,8,20.9,456,5
69,746,7,66,1,13,8.5,292,4
90,820,8,96,1,8,8.3,379,1
60,869,6,59,0,14,18.6,421,5
43,697,4,49,1,13,8.2,464,4
26,405,7,65,0,9,22.8,192,5
28,412,3,97,0,16,17.3,225,1
10,232,9,53,0,19,15,431,6
71,792,8,36,1,7,12.1,461,6
12,246,3,36,1,22,11.1,270,4
22,305,5,96,0,2,10.2,198,1
19,434,3,50,0,13,22,377,7
18,262,8,59,0,10,14.7,446,4
22,478,8,44,0,1,14.7,128,1
76,832,3,80,0,4,20,362,4
23,192,10,71,1,14,14.1,543,5
118,675,6,94,1,12,9,213,3
86,470,8,92,1,5,20.9,195,6
59,612,7,83,0,12,13.4,508,5
13,205,5,71,0,18,20.5,209,7
81,777,5,45,1,7,10.3,206,5
68,577,6,82,1,13,16.4,219,1
107,825,4,90,1,1,9.1,206,5
57,773,7,94,1,18,10.5,298,6
27,184,4,85,1,4,19.4,550,3
55,745,4,86,0,11,9.7,363,5
65,444,9,76,1,20,10.6,395,2
81,793,6,39,1,3,18.5,180,5
107,847,10,92,1,21,15.7,423,7
46,679,7,81,0,22,19.7,458,3
36,306,6,89,0,9,16.4,185,3
69,580,4,83,1,5,15.1,540,7
49,423,4,75,1,4,12.4,460,6
44,864,4,42,1,22,18.2,427,2
18,269,9,56,0,4,10.4,534,4
68,541,6,73,1,13,12,150,5
80,713,7,83,1,12,8.9,411,1
59,394,10,65,1,3,15.5,409,5
32,662,3,54,0,13,12.1,421,4
70,576,3,59,1,10,18.2,459,3
18,496,5,42,0,2,16.4,469,6
59,656,6,69,0,8,13.2,451,3
26,316,8,98,0,17,14.1,464,5
12,282,3,47,1,13,23.4,424,5
27,155,6,86,1,10,9.7,314,4
10,261,8,35,1,18,11.9,206,7
14,289,9,47,0,20,22.3,315,1
61,771,5,94,0,1,16.2,236,5
24,478,3,55,1,2,21.8,418,5
21,197,10,71,1,12,17.8,226,5
38,655,7,88,0,21,9.7,402,5
35,273,8,58,1,13,9.6,379,4
31,618,3,48,0,17,17.7,544,2
18,443,3,46,0,1,18.4,146,2
27,516,6,55,1,20,11.8,430,7
36,378,10,68,0,11,14.7,455,4
22,315,3,70,0,7,12.4,270,6
48,862,7,46,1,16,16.5,159,6
64,727,6,68,1,15,14.1,320,5
36,301,7,84,1,9,8.3,519,3
117,693,10,81,1,7,12.6,144,7
72,668,8,74,1,3,8.1,296,7
68,629,8,70,1,7,13.1,454,6
14,254,9,45,0,16,21.2,328,6
11,158,8,76,0,11,22,547,7
24,189,8,64,1,7,22.9,309,2
94,744,3,73,1,9,20.6,540,4
23,327,3,78,1,20,19.6,524,6
114,676,4,82,1,8,18.3,347,3
86,879,4,95,1,20,12.7,484,7
45,719,3,65,0,6,21.9,346,7
31,347,9,42,1,20,21.9,181,4
35,842,7,52,0,17,19.1,126,7
27,339,10,68,0,3,15.6,405,7
74,758,5,85,0,7,12.2,241,1
47,823,9,38,0,8,18.6,320,5
27,670,5,47,0,16,20.7,220,3
42,761,6,49,0,4,9.5,547,3
28,481,3,73,0,15,21.7,273,4
38,585,6,82,0,6,16.6,145,5
19,388,10,36,0,14,20.9,294,7
82,660,6,96,1,12,8.5,525,4
27,686,3,37,1,22,12.7,546,3
81,746,5,75,1,22,12.2,521,3
12,280,7,57,0,17,16.2,247,4
26,485,7,44,1,1,9.8,346,7
43,406,9,97,1,20,17.3,240,5
20,369,6,49,0,20,10.3,364,2
22,282,7,71,0,15,20.8,300,7
30,469,7,38,0,12,20.1,248,1
50,687,6,72,1,17,8.4,287,6
14,268,6,53,0,8,11,152,4
14,204,10,97,0,18,20.3,344,6
63,609,4,84,1,6,16.3,520,2
39,551,10,95,0,22,11.9,256,7
132,664,7,81,1,11,19.6,323,4
95,695,6,97,1,7,19.8,513,3
22,389,3,69,0,3,12.7,239,7
44,777,6,41,1,18,19,338,6
98,669,10,91,0,9,21.7,541,4
14,151,4,94,0,2,12.8,403,1
44,707,5,35,1,15,13.9,229,3
59,775,7,57,1,13,8.2,516,5
24,231,4,92,1,6,16.5,289,1
10,159,4,59,0,18,22.9,285,6
30,327,6,68,1,6,10.9,400,7
64,834,10,83,0,19,19.5,129,5
40,564,4,42,1,3,21.6,353,1
16,193,4,79,1,7,21.4,476,5
87,824,6,49,1,21,20.9,404,3
21,160,4,87,1,1,15.4,495,2
19,200,3,89,1,20,11,384,3
55,482,9,80,1,19,12.6,420,1
27,347,5,59,0,5,15.7,518,1
14,169,9,79,0,21,13.3,227,2
14,166,5,62,1,13,18.1,358,1
34,463,3,82,0,20,14.9,529,4
29,726,8,65,0,19,10.1,266,7
31,248,10,82,1,5,11.4,200,2
20,565,9,41,0,19,14.4,188,1
74,862,8,57,0,7,11.8,455,5
28,338,4,48,1,4,10.4,236,6
52,449,9,79,1,10,17,156,5
59,894,5,73,0,12,13,490,4
32,368,6,53,1,19,16.7,444,4
53,862,9,53,0,9,22.3,124,7
26,499,7,38,0,20,21.5,517,2
45,655,7,44,1,17,10,203,1
45,479,7,86,0,12,18.5,225,2
52,838,7,41,1,11,14.7,169,6
39,342,9,49,1,13,16.9,532,3
49,591,8,62,1,5,12.1,496,1
23,390,9,57,0,3,17.1,229,5
33,505,9,66,0,16,12.7,187,6
55,609,9,58,0,5,10.9,151,5
29,515,6,51,0,6,21.1,248,7
76,863,10,87,1,18,20.1,191,7
87,894,10,95,1,21,16.3,190,7
10,182,4,42,0,14,9.7,517,6
30,354,5,73,1,16,18.1,183,3
45,641,3,74,1,12,22.9,139,3
98,550,10,98,1,1,10.7,328,5
16,288,10,39,1,21,8.5,271,6
22,283,7,40,1,2,17.3,255,1
25,404,9,39,0,13,17.4,452,6
15,554,3,37,0,8,8.9,123,1
37,491,5,64,1,4,17.6,123,7
16,173,4,75,1,5,8.5,250,2
18,223,6,78,1,20,11.9,403,1
22,393,4,52,0,2,9.7,294,5
35,355,4,98,1,22,18.5,490,5
19,226,7,68,1,9,12.3,374,5
18,458,3,36,0,22,18,272,1
39,705,5,97,0,15,8.8,325,3
51,545,6,69,1,6,22,340,5
33,419,8,46,0,8,18.2,201,4
66,653,10,49,0,9,17.2,427,1
47,633,8,57,1,19,20.9,545,4
15,199,10,68,0,8,14.4,204,3
61,367,8,96,1,6,12.4,279,7
23,163,6,63,1,11,20.5,547,1
36,650,6,37,1,20,13.5,209,4
31,510,4,69,0,17,14.2,283,3
62,709,10,49,1,20,21.9,490,6
44,342,5,90,1,22,22.9,323,2
67,405,3,90,1,11,19,223,2
116,772,10,92,1,12,13.4,361,2
36,268,3,91,1,7,13.9,309,3
18,227,6,77,0,9,17,445,2
45,657,4,61,0,11,22.1,468,2
50,482,9,53,1,14,18.2,406,5
39,600,5,49,1,13,22.4,309,2
27,636,8,38,0,12,14.6,460,2
47,452,8,57,1,12,8.2,263,1
16,233,4,48,0,7,16.3,125,4
33,831,6,35,0,8,9.5,547,3
16,431,4,47,0,16,21.5,174,2
25,471,7,82,0,5,9,518,7
46,750,5,65,0,13,13.8,220,1
34,560,9,60,0,9,11.1,394,7
95,722,10,94,1,13,21.4,428,3
10,246,8,54,0,14,9.3,214,7
42,672,6,45,0,3,15.5,415,5
101,598,10,98,1,8,8.9,145,5
41,379,10,96,1,17,10.4,531,6
54,825,4,52,1,8,14.6,299,5
55,558,9,82,0,2,9.9,374,4
44,688,8,98,0,21,13.7,133,7
27,185,6,80,1,12,22.3,129,3
61,602,5,60,1,22,21.3,445,2
64,566,6,64,1,14,13.8,398,2
36,591,3,47,1,20,10.2,515,1
49,423,10,51,1,1,13.5,528,3
11,199,5,58,0,14,21.1,403,3
98,806,7,76,1,14,8.5,359,2
77,619,10,52,1,5,12.6,155,3
19,232,3,97,1,13,11.5,279,5
26,471,5,68,0,15,8.7,413,5
50,461,7,64,1,1,16.2,522,4
87,730,10,55,1,16,11.8,345,2
33,348,9,71,0,12,21.5,169,5
49,497,10,82,0,11,16.1,214,1
79,799,8,64,0,5,12.4,148,5
56,751,10,58,1,21,16.4,484,3
32,392,9,84,0,9,23,283,7
22,207,6,75,1,11,11.2,533,2
96,718,8,94,0,13,19.1,179,1
51,627,5,59,1,3,20.9,308,7
26,360,6,43,0,5,16.1,279,4
24,394,4,67,1,12,15,544,6
11,185,4,66,0,12,16.8,322,5
64,426,9,81,1,3,12.9,209,4
40,398,10,77,1,20,13.4,317,1
24,257,10,45,0,14,18.3,489,3
46,471,8,52,1,8,21.2,136,1
98,756,4,91,1,11,16.7,390,2
55,399,9,66,1,14,19,340,2
61,646,3,53,1,7,16.3,214,2
150,845,10,88,1,6,12.8,504,5
31,545,3,39,1,12,10.1,485,4
37,396,7,86,0,13,10.4,473,3
95,776,6,86,1,13,21.3,477,1
93,505,7,76,1,5,19.1,501,5
21,229,9,42,1,18,13.4,232,5
35,592,3,61,0,4,16.5,306,7
114,804,8,50,1,7,12.1,356,4
22,591,4,68,0,12,12.6,443,7
51,799,5,47,1,15,14.5,317,7
101,863,8,64,1,16,21.2,360,2
40,260,7,98,1,5,12.4,318,6
67,707,4,69,1,12,10.9,549,7
39,627,4,49,1,14,21,323,5
64,851,4,64,1,19,20.7,522,4
56,790,4,81,0,8,14.3,154,5
30,320,8,88,0,2,8.7,521,1
39,547,7,70,0,5,9.4,518,2
97,772,10,77,0,7,15,311,4
10,168,3,38,1,17,20.4,418,6
29,365,4,85,0,4,20.5,304,6
11,166,7,72,0,15,14.4,434,2
60,771,8,69,1,16,8,536,7
82,720,3,92,1,20,13.2,457,3
71,527,8,55,1,11,10.3,328,2
59,573,6,91,0,9,23.4,224,3
24,188,6,83,1,4,20.9,325,4
29,638,4,39,0,3,23,491,4
56,543,9,73,0,8,22.4,504,5
44,805,6,50,0,19,15.1,366,1
64,729,9,66,0,10,21.4,445,2
27,380,8,40,1,6,21.4,257,7
45,586,9,65,1,8,8.4,267,6
52,642,7,48,1,21,13.4,286,5
40,566,8,47,0,16,19.3,407,2
21,556,3,57,0,14,16.6,542,6
67,801,10,45,0,7,17.5,472,6
68,703,7,76,1,11,12.4,462,6
10,166,4,83,0,14,8.4,333,4
77,641,3,94,1,18,21.9,245,2
33,610,9,44,1,17,10.3,519,6
78,762,6,87,0,11,9.8,145,4
11,160,3,58,1,6,20.3,301,7
49,814,4,51,0,13,11.6,144,5
16,585,4,43,0,17,12.8,198,1
40,420,7,62,1,15,22.8,263,6
36,658,9,46,0,19,10.6,515,6
25,608,4,55,1,16,8.7,304,7
59,681,7,60,1,20,15.1,431,5
68,679,6,82,1,4,17.6,436,5
32,843,6,42,1,19,11.8,436,7
10,151,7,39,1,4,23.2,447,1
56,534,9,48,1,13,20.6,332,2
44,465,9,57,1,18,20.4,442,2
10,156,9,56,0,10,8.6,197,6
29,638,4,69,0,12,8.3,179,3
17,171,9,80,0,15,18.6,375,2
67,695,4,36,1,3,20.6,160,2
36,762,7,50,1,20,9.5,221,7
51,827,4,59,0,20,19.4,514,1
43,505,9,50,1,16,15.3,402,3
35,432,10,82,0,11,14.4,260,2
16,225,5,52,1,22,19.4,173,1
68,668,10,61,1,16,18.2,458,4
80,679,8,38,1,8,12,511,2
18,337,8,56,0,21,21.4,343,6
117,808,6,74,1,11,18.3,392,7
33,394,5,66,0,6,10.9,404,4
58,773,9,52,1,10,17.9,364,6
40,669,8,45,0,21,22.8,370,3
21,231,10,69,1,21,16.5,537,6
17,179,9,62,0,6,21.5,268,6
44,286,7,96,0,9,19.5,141,4
45,430,7,71,1,12,9.3,337,1
46,578,7,82,0,6,8.1,523,3
18,283,9,49,0,10,10.2,386,6
53,584,6,57,1,22,12.5,324,2
25,631,10,35,0,6,8.4,225,1
122,845,8,83,1,4,17.6,524,7
36,353,7,67,0,11,15.2,153,4
69,597,3,67,1,6,14.2,506,2
11,285,3,58,0,19,9,519,7
66,837,5,41,1,9,20.9,333,1
61,898,4,61,0,3,17.8,132,4
37,574,7,84,0,21,19.1,348,4
24,185,10,64,1,3,21.2,437,2
64,866,10,95,0,12,10.3,496,5
60,699,7,55,1,7,11.7,264,7
64,775,5,41,1,4,20.3,364,7
17,211,3,63,1,7,15.1,379,2
10,161,7,42,0,16,12.7,179,3
55,786,10,84,0,18,13.9,419,2
38,327,9,97,0,8,22.5,381,5
24,359,3,66,1,4,16.3,474,7
84,732,10,63,0,7,16.1,210,3
25,339,10,60,1,20,13.3,375,1
17,161,5,93,0,11,19.3,414,6
25,502,4,86,0,21,14,121,2
98,670,6,92,1,9,23.4,327,1
37,426,6,43,1,6,22.6,456,1
25,565,3,56,1,19,13,277,7
27,482,9,41,1,18,13.9,337,6
61,531,9,79,1,7,12.1,495,1
22,186,3,73,1,10,11,396,4
11,179,5,81,0,12,12.5,521,3
65,822,4,49,1,10,18.6,205,5
26,510,8,49,0,9,14.8,369,3
51,741,3,50,1,10,15.1,458,2
31,344,7,72,1,4,23,403,1
20,342,5,55,0,21,12.5,433,4
28,281,10,67,0,2,22.7,237,1
26,475,9,42,0,14,15.5,259,5
79,891,8,64,1,20,15.7,212,2
27,229,9,39,1,3,13,282,3
47,839,9,56,0,3,15.7,458,7
73,754,7,67,1,6,11.4,344,7
94,811,6,68,1,10,13.7,220,2
42,688,8,48,1,3,8.7,527,4
76,658,4,95,1,13,16.2,459,3
38,334,8,69,1,15,22.5,221,5
111,771,6,93,1,12,20.5,462,3
109,760,9,87,1,9,21.6,492,5
12,273,9,47,0,18,15.4,334,3
53,519,9,44,1,13,20.1,301,7
16,192,7,88,1,21,20.8,236,6
38,476,5,70,1,21,11.8,275,2
75,566,10,61,1,11,13.2,294,5
16,162,10,41,1,20,16.7,164,2
24,181,4,91,1,5,9.9,323,4
54,592,8,97,0,17,11,486,4
71,731,8,61,0,8,13.6,284,1
38,473,6,37,1,16,22.5,452,3
31,403,6,40,1,15,10.5,467,4
16,271,3,44,1,10,23.3,236,7
31,718,3,72,0,11,9.2,477,6
30,486,3,83,0,7,21.9,527,7
56,427,7,63,1,6,17.3,213,4
49,631,9,67,0,12,20.8,214,5
50,795,8,48,1,12,13.1,399,1
54,378,4,77,1,10,10.1,530,4
21,438,7,49,1,16,8.7,377,6
86,838,8,48,1,6,10.5,367,7
71,522,9,94,1,6,23.5,210,5
116,861,8,76,1,15,15.5,264,4
50,668,9,56,0,8,9.3,482,2
36,309,10,78,0,9,8.5,379,2
44,729,5,62,0,6,11,126,5
38,348,4,97,1,19,11.1,169,6
45,398,7,84,1,12,19.2,534,2
43,482,3,65,1,3,9.3,240,7
14,330,3,40,0,6,23.4,549,4
57,481,6,46,1,7,16.8,356,3
11,487,3,38,0,16,22,464,6
64,787,7,60,0,4,15.9,504,3
27,333,4,56,0,6,10.7,205,4
28,210,7,89,1,21,19,453,2
44,408,7,83,0,12,12,354,4
22,281,5,76,0,1,18.5,214,1
25,411,10,63,0,1,16.4,303,4
16,195,3,74,1,21,12.9,121,1
34,393,3,58,1,7,16.1,283,4
39,818,4,77,0,19,23.3,347,3
66,760,7,61,1,9,13.5,183,6
48,842,6,42,1,4,14.9,504,5
21,473,3,54,0,7,16.8,399,1
31,592,5,76,0,17,12.1,338,3
65,682,9,69,1,17,20.3,492,6
43,539,8,64,0,3,10.6,239,4
62,665,7,89,0,8,8.8,452,2
18,209,4,53,1,4,16.4,501,2
19,402,6,39,1,17,15.9,405,6
30,405,6,72,0,9,16.4,181,1
68,628,10,57,1,4,10,429,5
18,230,3,49,1,22,19.1,304,2
64,866,10,95,0,17,10.9,271,6
33,864,4,60,0,12,9.5,263,1
67,633,9,52,1,8,15.4,453,3
116,808,8,64,1,7,11.1,330,4
102,875,7,94,0,10,20.6,375,1
50,622,9,60,1,21,17,378,5
23,224,8,63,1,18,9.2,486,7
64,763,4,86,1,17,14.8,178,5
51,822,10,79,0,20,8.6,193,7
65,698,7,51,1,8,15.2,518,1
74,626,3,98,1,20,20.9,131,1
39,353,7,80,0,1,19.1,489,4
24,556,8,52,0,1,22,467,5
53,890,4,61,0,9,12.7,265,7
23,307,9,66,0,19,11.9,349,3
80,795,10,61,1,13,18.4,453,2
26,283,10,44,1,14,21.9,147,4
40,277,6,92,1,14,20,399,2
36,446,5,40,1,22,17.4,503,3
30,303,9,82,0,1,20.5,300,6
10,184,3,77,0,14,11.9,253,7
26,278,10,76,1,21,18.8,212,7
78,701,8,81,1,14,13.6,229,3
53,489,7,71,1,17,13.9,445,3
34,322,7,88,1,21,19.4,166,5
54,881,3,79,0,13,9.8,523,5
18,284,6,72,0,8,20.1,144,7
38,347,8,82,1,20,13,455,6
37,513,7,39,0,9,20.6,462,2
42,600,6,78,0,7,19.2,400,5
41,535,4,75,0,13,22.9,339,1
50,556,7,90,0,6,21.2,209,6
80,511,4,97,1,9,15.8,479,2
48,547,7,79,0,12,12.5,489,1
54,320,6,87,1,15,20,528,2
22,340,9,77,0,22,18.8,462,3
63,587,8,65,0,9,12.2,299,4
65,520,7,75,1,13,14.2,448,3
37,687,6,76,0,18,18.6,358,7
29,549,7,65,0,1,12.7,265,3
39,539,7,56,0,5,18.4,253,7
31,295,10,91,0,3,11.8,548,7
35,364,10,74,0,10,14.9,274,5
104,854,9,75,1,17,11.3,175,5
31,275,4,76,1,14,16.1,409,4
23,381,7,78,0,17,23.4,277,4
12,254,3,88,0,5,9.6,317,6
27,360,9,70,0,5,21.2,549,1
43,345,3,93,1,2,15.2,127,2
21,355,9,89,0,15,23,460,5
25,411,5,38,1,10,11.8,294,4
27,315,9,52,1,16,16.4,439,6
21,175,6,73,1,19,16,309,3
90,804,7,83,1,19,16.2,443,7
51,517,6,93,0,5,21.1,244,5
33,621,5,77,0,15,11.4,182,1
55,765,8,66,0,2,16.9,486,2
59,483,8,94,1,7,16.2,147,6
45,358,9,62,1,2,13.6,219,1
39,289,9,68,1,17,17.6,225,3
69,809,7,83,0,21,13.7,357,3
20,202,9,56,1,7,8.7,550,6
66,845,9,59,1,10,16.3,436,7
19,389,3,85,0,1,13.4,504,4
48,539,4,61,1,17,20.8,334,3
63,694,9,45,1,3,20.1,265,6
13,344,4,59,0,11,23.2,209,7
69,721,3,94,1,15,19.6,156,1
57,891,5,40,0,8,13.3,150,1
25,564,6,46,0,9,8.7,404,4
41,702,5,36,1,15,13.1,484,6
42,466,3,52,1,6,20.2,226,7
36,371,9,79,1,17,17.2,193,7
64,749,6,47,1,11,12.2,199,1
28,344,9,70,0,21,15.4,315,2
50,261,5,98,1,8,9.2,250,4
52,882,7,53,0,11,17.5,401,5
24,377,3,89,0,10,15,143,1
41,605,8,40,1,5,15,458,3
42,497,6,73,1,18,17,330,6
38,499,10,48,1,12,21.9,192,5
62,706,8,89,1,21,13.3,312,7
46,485,9,73,1,21,21.8,196,6
10,151,9,42,0,19,9.8,387,5
21,296,5,78,1,18,11.8,129,6
39,379,9,59,1,15,23.1,313,4
44,627,5,47,1,1,12.1,218,7
18,397,5,36,0,10,20.6,204,2
31,504,8,69,1,22,15,194,7
116,878,6,73,1,11,14.6,462,1
38,851,6,47,1,19,14.6,533,5
19,296,4,59,1,1,13.8,168,6
34,739,8,71,0,21,16.7,355,1
